"","HSHD_NUM","Spending_2016","Spending_2017","Change","Trend","Spending","Units","Units_2016","Units_2017"
"2639",2265,5430.48,5433.76,3.27999999999975,"increase",10864.24,3537,1834,1703
"2640",2285,2056.29,2270.78,214.49,"increase",4327.07,1768,853,915
"2641",2360,5426.11,4068.83,-1357.28,"increase",9494.94,3386,2103,1283
"2642",2616,6899.75,7490.31,590.56,"increase",14390.06,5320,2696,2624
"2643",2851,3217.49,4170.15,952.659999999999,"increase",7387.64,2375,1093,1282
"2644",3832,4361.98,6382.71,2020.73,"increase",10744.69,3169,1310,1859
"2645",3908,2461.46,3980.7,1519.24,"increase",6442.16,2126,822,1304
"2646",3956,26.24,1.99,-24.25,"increase",28.23,13,12,1
"2647",4439,97.84,366.69,268.85,"increase",464.53,154,40,114
"2648",1008,4868.92,5428.77,559.85,"increase",10297.69,3434,1508,1926
"2649",1639,8515.35,6992.7,-1522.65,"increase",15508.05,4627,2578,2049
"2650",1754,4517.14,7803.69,3286.55,"increase",12320.83,3893,1396,2497
"2651",1938,4816.75,2704.2,-2112.55,"increase",7520.95,2239,1385,854
"2652",2332,9413.86,7671.87,-1741.99,"increase",17085.73,5086,2679,2407
"2653",2475,2031.23,2466.1,434.87,"increase",4497.33,1351,600,751
"2654",2829,5200.54,4045.47,-1155.07,"increase",9246.01,4030,2324,1706
"2655",2929,3682.55,4203.94,521.389999999999,"increase",7886.49,3427,1563,1864
"2656",3329,2996.87,3444.86,447.99,"increase",6441.73,1689,807,882
"2657",4156,604.49,1270.38,665.89,"increase",1874.87,608,188,420
"2658",4647,9413.86,8435.09,-978.77,"increase",17848.95,5417,2815,2602
"2659",4724,3780.18,4043.01,262.83,"increase",7823.19,2128,1102,1026
"2660",109,9467.99,9581.25,113.26,"increase",19049.24,5203,2612,2591
"2661",1055,843.37,0,-843.37,"increase",843.37,271,271,0
"2662",1898,966.65,1140.54,173.89,"increase",2107.19,1163,547,616
"2663",1982,0,6.99,6.99,"increase",6.99,1,0,1
"2664",2263,3089.73,3620.35,530.62,"increase",6710.08,2155,1089,1066
"2665",2866,53.89,517.71,463.82,"increase",571.6,164,13,151
"2666",4769,4562.81,4688.52,125.71,"increase",9251.33,3900,2077,1823
"2667",4807,4859.33,4564.67,-294.66,"increase",9424,3812,1942,1870
"2668",4856,2273.65,3387.7,1114.05,"increase",5661.35,2455,954,1501
"2669",1861,3437.81,3846.05,408.24,"increase",7283.86,1769,878,891
"2670",2292,5406.8,4484.49,-922.31,"increase",9891.29,4237,2179,2058
"2671",2340,6834.23,7834.77,1000.54,"increase",14669,5243,2573,2670
"2672",96,4359.43,2992.35,-1367.08,"increase",7351.78,2351,1401,950
"2673",2006,8969,9446.31,477.309999999999,"increase",18415.31,8146,4039,4107
"2674",2247,12.77,0,-12.77,"increase",12.77,4,4,0
"2675",2598,4987.53,6803.98,1816.45,"increase",11791.51,5344,2336,3008
"2676",3704,2256.09,4277.34,2021.25,"increase",6533.43,2181,734,1447
"2677",4481,5640.95,6360.74,719.79,"increase",12001.69,5090,2236,2854
"2678",4655,882.79,1290.53,407.74,"increase",2173.32,992,284,708
"2679",4915,1459.55,588.36,-871.19,"increase",2047.91,1415,1014,401
"2680",885,1702.68,1951.9,249.22,"increase",3654.58,1139,561,578
"2681",927,3327.78,3778.04,450.26,"increase",7105.82,3533,1619,1914
"2682",1908,2683.67,3197.91,514.24,"increase",5881.58,3236,1291,1945
"2683",277,0,15.99,15.99,"increase",15.99,3,0,3
"2684",1927,27.88,0,-27.88,"increase",27.88,12,12,0
"2685",2425,3144.82,3521.56,376.74,"increase",6666.38,2224,1088,1136
"2686",2903,4.99,0,-4.99,"increase",4.99,1,1,0
"2687",92,2438.49,2640.64,202.15,"increase",5079.13,1986,1009,977
"2688",179,4320.9,4953.07,632.17,"increase",9273.97,4018,1847,2171
"2689",480,3215.36,4886.14,1670.78,"increase",8101.5,3123,1373,1750
"2690",571,3517.32,4105.37,588.05,"increase",7622.69,2228,1064,1164
"2691",746,2331.46,1951.11,-380.35,"increase",4282.57,2351,1286,1065
"2692",1293,2780.97,3279.53,498.56,"increase",6060.5,2274,1053,1221
"2693",1294,1161.55,796.3,-365.25,"increase",1957.85,894,545,349
"2694",1574,4514.59,4592.22,77.6300000000001,"increase",9106.81,3894,2006,1888
"2695",1577,1728.47,2094.43,365.96,"increase",3822.9,1745,827,918
"2696",1812,15.44,0,-15.44,"increase",15.44,6,6,0
"2697",2228,5197.54,4564.73,-632.809999999999,"increase",9762.27,2800,1563,1237
"2698",2704,6329.37,10181.97,3852.6,"increase",16511.34,6419,2384,4035
"2699",3066,24.06,0,-24.06,"increase",24.06,8,8,0
"2700",3541,2098.4,2072.7,-25.7000000000003,"increase",4171.1,1641,832,809
"2701",4710,8161.84,8926.22,764.379999999999,"increase",17088.06,8506,4294,4212
"2702",4733,9406.52,5697.65,-3708.87,"increase",15104.17,6593,4034,2559
"2703",4895,2234.86,6141.31,3906.45,"increase",8376.17,3204,1030,2174
"2704",4950,3852.37,6009.4,2157.03,"increase",9861.77,4240,1516,2724
"2705",4286,11.29,0,-11.29,"increase",11.29,1,1,0
"2706",978,4938.61,1662.16,-3276.45,"increase",6600.77,2195,1637,558
"2707",32,3405.67,3831.04,425.37,"increase",7236.71,2855,1352,1503
"2708",1044,11021.45,11882.32,860.869999999999,"increase",22903.77,7110,3360,3750
"2709",1596,6518.79,5561.19,-957.599999999999,"increase",12079.98,3395,1896,1499
"2710",483,2209.76,2317.26,107.5,"increase",4527.02,1917,878,1039
"2711",913,5384.19,4537.96,-846.23,"increase",9922.15,3617,1875,1742
"2712",922,2009.74,1237.99,-771.75,"increase",3247.73,798,491,307
"2713",1307,2217.33,2785.94,568.61,"increase",5003.27,2190,1086,1104
"2714",1457,11718.12,8233.5,-3484.62,"increase",19951.62,7143,4078,3065
"2715",1475,1647.83,1265.3,-382.53,"increase",2913.13,907,477,430
"2716",1958,3439.41,2978.12,-461.29,"increase",6417.53,3207,1756,1451
"2717",1999,0,57.82,57.82,"increase",57.82,10,0,10
"2718",2210,11642.16,12911.09,1268.93,"increase",24553.25,8429,4020,4409
"2719",2266,0,296.17,296.17,"increase",296.17,109,0,109
"2720",2283,3045.06,2962.67,-82.3899999999999,"increase",6007.73,2227,1149,1078
"2721",3308,3232.96,2910.8,-322.16,"increase",6143.76,2789,1529,1260
"2722",4325,4733.23,5066.48,333.25,"increase",9799.71,3331,1626,1705
"2723",1516,2864.82,2212.41,-652.41,"increase",5077.23,2291,1284,1007
"2724",1973,0,36.9,36.9,"increase",36.9,21,0,21
"2725",1993,462.38,0,-462.38,"increase",462.38,188,188,0
"2726",2033,4595.87,4119.2,-476.67,"increase",8715.07,3830,2007,1823
"2727",2046,2.18,164.86,162.68,"increase",167.04,33,2,31
"2728",2055,2225.02,4774.8,2549.78,"increase",6999.82,2723,772,1951
"2729",2118,6158.16,6328.82,170.66,"increase",12486.98,4720,2314,2406
"2730",2238,3816.87,4245.24,428.37,"increase",8062.11,3517,1629,1888
"2731",3729,4929.69,4323.83,-605.860000000001,"increase",9253.52,3685,1940,1745
"2732",4044,0,11.57,11.57,"increase",11.57,4,0,4
"2733",4046,245.66,31.65,-214.01,"increase",277.31,51,46,5
"2734",4048,1905.86,1844.94,-60.9199999999998,"increase",3750.8,1615,887,728
"2735",4199,3017.31,2912.48,-104.83,"increase",5929.79,1889,983,906
"2736",4384,3989.1,4965.37,976.27,"increase",8954.47,3066,1421,1645
"2737",4424,0,88.16,88.16,"increase",88.16,22,0,22
"2738",4487,6226.8,4908.3,-1318.5,"increase",11135.1,3211,1812,1399
"2739",4523,5840.46,7453.81,1613.35,"increase",13294.27,5223,2128,3095
"2740",4538,3577.99,3643.23,65.2399999999998,"increase",7221.22,3109,1593,1516
"2741",4570,0,617.38,617.38,"increase",617.38,289,0,289
"2742",1221,7661.34,8623.78,962.440000000001,"increase",16285.12,5984,2878,3106
"2743",1731,4035.79,3913.42,-122.37,"increase",7949.21,2496,1272,1224
"2744",1787,3718.27,3391.68,-326.59,"increase",7109.95,2871,1472,1399
"2745",1809,5574.57,7029,1454.43,"increase",12603.57,5920,2532,3388
"2746",2117,3409.97,3380.87,-29.1000000000004,"increase",6790.84,2794,1403,1391
"2747",3125,11759.26,10179.49,-1579.77,"increase",21938.75,8677,4846,3831
"2748",3878,2856.43,2886.5,30.0700000000002,"increase",5742.93,1775,827,948
"2749",4204,8492.01,8803.16,311.15,"increase",17295.17,6998,3592,3406
"2750",4596,2959.09,1938.31,-1020.78,"increase",4897.4,1028,590,438
"2751",737,3225.39,3620.83,395.44,"increase",6846.22,2655,1283,1372
"2752",1732,2799.37,1494.42,-1304.95,"increase",4293.79,1459,851,608
"2753",2796,3960.64,4265.92,305.28,"increase",8226.56,2987,1427,1560
"2754",3182,18.16,0,-18.16,"increase",18.16,5,5,0
"2755",4407,4819.32,4338.56,-480.759999999999,"increase",9157.88,3116,1649,1467
"2756",474,1.99,12.02,10.03,"increase",14.01,13,1,12
"2757",504,1491.32,1867.6,376.28,"increase",3358.92,2000,609,1391
"2758",1550,0,62.88,62.88,"increase",62.88,14,0,14
"2759",1984,3569.03,4460.64,891.61,"increase",8029.67,3650,1589,2061
"2760",2723,3417.01,2681.55,-735.46,"increase",6098.56,3396,1689,1707
"2761",4139,0,31.71,31.71,"increase",31.71,10,0,10
"2762",677,6709.85,6477.25,-232.6,"increase",13187.1,3999,1860,2139
"2763",2601,147.4,0,-147.4,"increase",147.4,57,57,0
"2764",132,0,18.3,18.3,"increase",18.3,6,0,6
"2765",506,5431.11,4922.81,-508.299999999999,"increase",10353.92,3909,2170,1739
"2766",717,2620.43,2381.93,-238.5,"increase",5002.36,2048,966,1082
"2767",805,9080.72,8759.52,-321.199999999999,"increase",17840.24,5962,3065,2897
"2768",982,1678.17,2363.34,685.17,"increase",4041.51,2001,857,1144
"2769",1160,1.39,0,-1.39,"increase",1.39,1,1,0
"2770",2057,6170.59,6746.36,575.77,"increase",12916.95,5991,3069,2922
"2771",2094,3954.95,2850.85,-1104.1,"increase",6805.8,2256,1285,971
"2772",2942,3104.96,3230.29,125.33,"increase",6335.25,3286,1612,1674
"2773",2953,2731.5,3549.04,817.54,"increase",6280.54,3323,1335,1988
"2774",2972,3686.38,4371.18,684.8,"increase",8057.56,3055,1430,1625
"2775",3181,12.34,219.65,207.31,"increase",231.99,80,6,74
"2776",3648,3653.27,3022.9,-630.37,"increase",6676.17,2474,1260,1214
"2777",3771,4450.44,4934.05,483.61,"increase",9384.49,2963,1487,1476
"2778",3834,1500.54,2725.02,1224.48,"increase",4225.56,2246,801,1445
"2779",3836,4956.3,5564.36,608.059999999999,"increase",10520.66,4042,1952,2090
"2780",3967,8329.21,6966.02,-1363.19,"increase",15295.23,4831,2767,2064
"2781",4350,2683.34,1985.39,-697.95,"increase",4668.73,1946,1022,924
"2782",4526,787.76,1044.01,256.25,"increase",1831.77,616,293,323
"2783",4638,3316.52,1899.55,-1416.97,"increase",5216.07,1947,1198,749
"2784",143,4307.73,4714.52,406.79,"increase",9022.25,4206,1957,2249
"2785",1154,6515.16,7358.49,843.33,"increase",13873.65,5263,2657,2606
"2786",1223,2645.56,4525.27,1879.71,"increase",7170.83,3268,1143,2125
"2787",1641,405.68,0,-405.68,"increase",405.68,148,148,0
"2788",1664,65.15,0,-65.15,"increase",65.15,18,18,0
"2789",1928,5779.84,8074.85,2295.01,"increase",13854.69,4580,1944,2636
"2790",2014,1.69,0,-1.69,"increase",1.69,1,1,0
"2791",2075,83.16,0,-83.16,"increase",83.16,47,47,0
"2792",2092,6906.71,7849.35,942.64,"increase",14756.06,8107,3890,4217
"2793",2093,2566.36,2569.46,3.09999999999991,"increase",5135.82,2166,1060,1106
"2794",2373,6750.86,6244.32,-506.54,"increase",12995.18,4664,2272,2392
"2795",2389,5441.2,5600.87,159.67,"increase",11042.07,3769,1826,1943
"2796",2480,23.98,0,-23.98,"increase",23.98,2,2,0
"2797",2658,2580.72,3157.08,576.36,"increase",5737.8,2421,1098,1323
"2798",2971,5869.67,5040.74,-828.93,"increase",10910.41,3594,1923,1671
"2799",4191,6210.41,5725.33,-485.08,"increase",11935.74,3460,1735,1725
"2800",4238,6544.14,5874.2,-669.940000000001,"increase",12418.34,4464,2339,2125
"2801",4313,2308.07,2879.79,571.72,"increase",5187.86,2689,1514,1175
"2802",4846,4871.95,7239.94,2367.99,"increase",12111.89,4559,1899,2660
"2803",74,264.67,126.24,-138.43,"increase",390.91,119,75,44
"2804",1640,22.98,33.37,10.39,"increase",56.35,9,6,3
"2805",1645,18.97,23.14,4.17,"increase",42.11,20,7,13
"2806",2287,2543.64,2378.53,-165.11,"increase",4922.17,1503,791,712
"2807",2908,4479.46,5360.81,881.35,"increase",9840.27,4080,1745,2335
"2808",3040,4701.27,2793.95,-1907.32,"increase",7495.22,2563,1576,987
"2809",4197,2807.79,3535.51,727.72,"increase",6343.3,2142,921,1221
"2810",232,16.03,0,-16.03,"increase",16.03,7,7,0
"2811",447,0,4,4,"increase",4,3,0,3
"2812",1131,0,20.45,20.45,"increase",20.45,10,0,10
"2813",1465,0,126.78,126.78,"increase",126.78,34,0,34
"2814",2204,4073.2,3308.37,-764.83,"increase",7381.57,2560,1459,1101
"2815",2329,8445.64,12736.96,4291.32,"increase",21182.6,10105,4019,6086
"2816",4880,6000.87,5737.34,-263.53,"increase",11738.21,3433,1836,1597
"2817",4881,5925.36,5123.65,-801.71,"increase",11049.01,4404,2308,2096
"2818",142,2788.28,5437.29,2649.01,"increase",8225.57,2963,1047,1916
"2819",855,4299.23,6196.33,1897.1,"increase",10495.56,4033,1700,2333
"2820",1013,8524.18,8500.63,-23.5499999999993,"increase",17024.81,9559,4992,4567
"2821",1148,5383.21,5136.15,-247.06,"increase",10519.36,4870,2526,2344
"2822",1765,10395.05,11297.96,902.910000000002,"increase",21693.01,6820,3336,3484
"2823",1773,3107.07,3022.73,-84.3400000000001,"increase",6129.8,2862,1407,1455
"2824",2692,4698.51,4907.94,209.43,"increase",9606.45,2753,1367,1386
"2825",1101,0,14.06,14.06,"increase",14.06,6,0,6
"2826",1501,72.72,0,-72.72,"increase",72.72,20,20,0
"2827",3152,6297.03,6509.6,212.570000000001,"increase",12806.63,2632,1304,1328
"2828",3713,1927.72,3501.52,1573.8,"increase",5429.24,2389,924,1465
"2829",88,0,3,3,"increase",3,3,0,3
"2830",437,7.76,0,-7.76,"increase",7.76,9,9,0
"2831",701,4030.92,2377.83,-1653.09,"increase",6408.75,2047,1322,725
"2832",873,3568.77,4909.64,1340.87,"increase",8478.41,2300,980,1320
"2833",1062,17.13,0,-17.13,"increase",17.13,7,7,0
"2834",1091,2278.61,3789.26,1510.65,"increase",6067.87,2536,1028,1508
"2835",1243,4438.98,4322.26,-116.72,"increase",8761.24,2201,1138,1063
"2836",1397,2388.46,3874.57,1486.11,"increase",6263.03,1982,779,1203
"2837",1570,7613.89,8758.41,1144.52,"increase",16372.3,5527,2479,3048
"2838",2323,3840.53,4151.25,310.72,"increase",7991.78,2987,1429,1558
"2839",2445,3920.12,4897.73,977.610000000001,"increase",8817.85,2959,1402,1557
"2840",2448,0,2.98,2.98,"increase",2.98,2,0,2
"2841",2594,5824.12,4031.85,-1792.27,"increase",9855.97,2744,1666,1078
"2842",2693,2250.24,3146.77,896.53,"increase",5397.01,2010,868,1142
"2843",2844,8099.59,6286.1,-1813.49,"increase",14385.69,6458,3487,2971
"2844",3283,2223.1,2706.4,483.3,"increase",4929.5,2161,934,1227
"2845",3305,1465.08,1516.11,51.0300000000002,"increase",2981.19,1207,619,588
"2846",3390,2862.99,2684.25,-178.74,"increase",5547.24,2435,1189,1246
"2847",3480,17181.14,18262.67,1081.53,"increase",35443.81,13927,6766,7161
"2848",3528,1940.68,1667.79,-272.89,"increase",3608.47,1344,692,652
"2849",3796,2338.33,1790.47,-547.86,"increase",4128.8,1302,671,631
"2850",3856,1019.85,1532.84,512.99,"increase",2552.69,1297,560,737
"2851",4000,3619.21,2424.04,-1195.17,"increase",6043.25,2094,1204,890
"2852",4367,2627.25,3254.29,627.04,"increase",5881.54,2395,1172,1223
"2853",49,0,7.82,7.82,"increase",7.82,4,0,4
"2854",652,2101.74,1879.72,-222.02,"increase",3981.46,2006,995,1011
"2855",846,2224.35,2904.87,680.52,"increase",5129.22,2023,836,1187
"2856",1246,2329.13,2068.14,-260.99,"increase",4397.27,1892,1022,870
"2857",1478,0,19.9,19.9,"increase",19.9,10,0,10
"2858",1511,5114.94,4114.28,-1000.66,"increase",9229.22,3801,2011,1790
"2859",1525,51.18,73.29,22.11,"increase",124.47,35,15,20
"2860",1586,6272.28,5991.81,-280.469999999999,"increase",12264.09,3222,1663,1559
"2861",1644,4404.45,5106,701.55,"increase",9510.45,2763,1260,1503
"2862",1728,3606.49,2709.14,-897.35,"increase",6315.63,3207,1740,1467
"2863",1854,2053.02,2740.34,687.32,"increase",4793.36,2270,930,1340
"2864",1952,40.3,0,-40.3,"increase",40.3,20,20,0
"2865",2076,2996.72,3612.29,615.57,"increase",6609.01,3284,1505,1779
"2866",2088,7290.13,6064.53,-1225.6,"increase",13354.66,3975,2179,1796
"2867",2606,5741.51,4077.54,-1663.97,"increase",9819.05,3286,1867,1419
"2868",2772,2967.1,2291.01,-676.09,"increase",5258.11,1445,913,532
"2869",2922,5353.63,1963.26,-3390.37,"increase",7316.89,2824,2130,694
"2870",3071,6666.59,6404.3,-262.29,"increase",13070.89,3918,2048,1870
"2871",3492,1912.42,2413.6,501.18,"increase",4326.02,1949,882,1067
"2872",4356,3833.26,3829.28,-3.98000000000002,"increase",7662.54,2133,1088,1045
"2873",4437,3375.93,3311.71,-64.2199999999998,"increase",6687.64,2195,1082,1113
"2874",4552,65.98,16.98,-49,"increase",82.96,18,16,2
"2875",4585,2327.27,1922.96,-404.31,"increase",4250.23,1755,969,786
"2876",4591,10827.78,8805.13,-2022.65,"increase",19632.91,9186,4947,4239
"2877",4668,4524.46,3261.25,-1263.21,"increase",7785.71,2260,1309,951
"2878",4702,3606.09,2170.62,-1435.47,"increase",5776.71,2280,1506,774
"2879",4955,1735.63,1932.44,196.81,"increase",3668.07,1876,842,1034
"2880",51,194.19,0,-194.19,"increase",194.19,52,52,0
"2881",653,5079.6,4207.97,-871.63,"increase",9287.57,4142,2240,1902
"2882",1014,4174.97,3064.65,-1110.32,"increase",7239.62,2761,1619,1142
"2883",1915,6115.94,6642.65,526.71,"increase",12758.59,3901,1911,1990
"2884",2110,3898.19,3526.8,-371.39,"increase",7424.99,3156,1621,1535
"2885",2956,5477.75,6239.69,761.940000000001,"increase",11717.44,4243,1971,2272
"2886",4026,3605.06,2986.91,-618.15,"increase",6591.97,1913,1107,806
"2887",4301,2876.57,2674.12,-202.45,"increase",5550.69,2106,1113,993
"2888",4641,4531.27,5055.9,524.63,"increase",9587.17,2964,1371,1593
"2889",4678,2789.86,3434.96,645.1,"increase",6224.82,1834,825,1009
"2890",4936,3398.23,3838.88,440.65,"increase",7237.11,2950,1371,1579
"2891",1056,64.33,0,-64.33,"increase",64.33,22,22,0
"2892",1559,6500.73,4364.96,-2135.77,"increase",10865.69,2848,1607,1241
"2893",2004,1669.54,4171.42,2501.88,"increase",5840.96,2365,695,1670
"2894",2188,4992.85,3706.15,-1286.7,"increase",8699,2555,1522,1033
"2895",2558,3181.97,3259.05,77.0799999999999,"increase",6441.02,2413,1255,1158
"2896",2608,9623.74,8568.13,-1055.61,"increase",18191.87,6585,3579,3006
"2897",2999,7793.47,7313.76,-479.71,"increase",15107.23,5828,3096,2732
"2898",3203,0,51.09,51.09,"increase",51.09,15,0,15
"2899",3443,5229.56,8147.87,2918.31,"increase",13377.43,4900,1868,3032
"2900",3468,3838.45,2323.96,-1514.49,"increase",6162.41,2216,1463,753
"2901",3883,4769.66,3933.57,-836.09,"increase",8703.23,2769,1489,1280
"2902",4317,3406,3162.66,-243.34,"increase",6568.66,2477,1335,1142
"2903",4331,0,18.58,18.58,"increase",18.58,2,0,2
"2904",172,118.86,589.96,471.1,"increase",708.82,363,68,295
"2905",1385,4339.19,4744.28,405.09,"increase",9083.47,4721,2300,2421
"2906",2376,5764.61,6220.48,455.870000000001,"increase",11985.09,5987,2950,3037
"2907",2879,6501.11,6940.5,439.39,"increase",13441.61,4163,1931,2232
"2908",3151,6344.32,6161.47,-182.849999999999,"increase",12505.79,4013,2041,1972
"2909",4675,3959.09,5722.65,1763.56,"increase",9681.74,5769,2399,3370
"2910",272,6403.61,7868.13,1464.52,"increase",14271.74,3367,1704,1663
"2911",1142,2.75,2.49,-0.26,"increase",5.24,3,1,2
"2912",2607,2281.24,2195.11,-86.1300000000001,"increase",4476.35,4274,2162,2112
"2913",3083,100.84,168.4,67.56,"increase",269.24,108,34,74
"2914",3655,10823.91,10109.09,-714.82,"increase",20933,6356,3381,2975
"2915",29,3058.68,3030.75,-27.9299999999998,"increase",6089.43,2929,1510,1419
"2916",106,0,92.56,92.56,"increase",92.56,22,0,22
"2917",231,3688.1,4294.19,606.090000000001,"increase",7982.29,3243,1596,1647
"2918",384,8400.34,7282.42,-1117.92,"increase",15682.76,5926,3184,2742
"2919",589,500.28,69.87,-430.41,"increase",570.15,164,123,41
"2920",899,3414.82,3967.29,552.47,"increase",7382.11,2434,1094,1340
"2921",1083,25.74,0,-25.74,"increase",25.74,7,7,0
"2922",1105,4393.99,4088.86,-305.13,"increase",8482.85,2648,1268,1380
"2923",1231,4983.48,4797.38,-186.1,"increase",9780.86,3035,1550,1485
"2924",1495,10033.38,12296.97,2263.59,"increase",22330.35,8164,3983,4181
"2925",1710,1156.18,1080.99,-75.1900000000001,"increase",2237.17,1259,694,565
"2926",1751,5821.19,4292.73,-1528.46,"increase",10113.92,4954,2747,2207
"2927",2164,4699.78,6405.36,1705.58,"increase",11105.14,4159,1780,2379
"2928",2167,5116.42,4472.15,-644.27,"increase",9588.57,2534,1353,1181
"2929",2828,9765.66,8669.24,-1096.42,"increase",18434.9,9183,4979,4204
"2930",3003,4375.2,5605.1,1229.9,"increase",9980.3,4497,1910,2587
"2931",3294,1503.23,480.97,-1022.26,"increase",1984.2,649,487,162
"2932",3373,3962.52,4918.79,956.27,"increase",8881.31,3448,1531,1917
"2933",3579,2493.95,2894.93,400.98,"increase",5388.88,2138,926,1212
"2934",3800,2753.67,3795.19,1041.52,"increase",6548.86,1932,843,1089
"2935",3822,4510.7,6090.75,1580.05,"increase",10601.45,4106,1828,2278
"2936",4011,4063.65,4023.68,-39.9700000000003,"increase",8087.33,3540,1768,1772
"2937",4029,1498.09,1327.43,-170.66,"increase",2825.52,1476,762,714
"2938",4253,24.21,0,-24.21,"increase",24.21,8,8,0
"2939",4319,2484.52,2986.27,501.75,"increase",5470.79,1873,795,1078
"2940",4518,1.99,0,-1.99,"increase",1.99,1,1,0
"2941",4616,3572.87,4450.14,877.27,"increase",8023.01,2739,1146,1593
"2942",301,3372.33,3235.16,-137.17,"increase",6607.49,2534,1324,1210
"2943",346,4551.65,4194.8,-356.849999999999,"increase",8746.45,2503,1285,1218
"2944",365,49.84,0,-49.84,"increase",49.84,59,59,0
"2945",485,5.99,0,-5.99,"increase",5.99,2,2,0
"2946",550,4539.75,4635.47,95.7200000000003,"increase",9175.22,2991,1466,1525
"2947",1036,2504.11,2896.68,392.57,"increase",5400.79,2410,1188,1222
"2948",1229,4886.74,4624.15,-262.59,"increase",9510.89,4458,2282,2176
"2949",1280,3996.04,5198,1201.96,"increase",9194.04,3192,1478,1714
"2950",2281,4454.36,3644.65,-809.71,"increase",8099.01,2644,1443,1201
"2951",2649,5116.87,6672.48,1555.61,"increase",11789.35,5793,2911,2882
"2952",2980,2700.67,2232.77,-467.9,"increase",4933.44,2360,1305,1055
"2953",2984,1528.22,2004.94,476.72,"increase",3533.16,1945,841,1104
"2954",3577,2449.15,3906.97,1457.82,"increase",6356.12,2161,864,1297
"2955",3635,1782.73,1733.17,-49.5599999999999,"increase",3515.9,1162,574,588
"2956",3758,1838.56,1678.12,-160.44,"increase",3516.68,977,514,463
"2957",3982,3155.21,5459.99,2304.78,"increase",8615.2,3684,1389,2295
"2958",4117,2168.81,2106.92,-61.8899999999999,"increase",4275.73,1789,938,851
"2959",4311,2581.64,2039.72,-541.92,"increase",4621.36,1738,1059,679
"2960",4500,2339.98,2948.12,608.14,"increase",5288.1,2665,1218,1447
"2961",4642,8804.4,7893.49,-910.91,"increase",16697.89,5945,3191,2754
"2962",4651,2487.71,2541.58,53.8699999999999,"increase",5029.29,1433,718,715
"2963",694,14626.44,17347.91,2721.47,"increase",31974.35,10277,4984,5293
"2964",710,4691.07,4190.25,-500.82,"increase",8881.32,2298,1217,1081
"2965",714,5340.83,4856.79,-484.04,"increase",10197.62,3661,2021,1640
"2966",902,3790.21,4568.62,778.41,"increase",8358.83,3260,1526,1734
"2967",963,0,22.1,22.1,"increase",22.1,13,0,13
"2968",996,3376.49,3070.5,-305.99,"increase",6446.99,3753,1985,1768
"2969",1057,2070.25,3153.39,1083.14,"increase",5223.64,1965,809,1156
"2970",1473,1508.27,1854.83,346.56,"increase",3363.1,1424,679,745
"2971",2528,4845.92,5514.19,668.27,"increase",10360.11,2985,1418,1567
"2972",3118,0,40.19,40.19,"increase",40.19,19,0,19
"2973",3385,2588.15,1770.7,-817.45,"increase",4358.85,1416,783,633
"2974",3411,48.63,6.98,-41.65,"increase",55.61,19,15,4
"2975",4119,1937.28,876.93,-1060.35,"increase",2814.21,912,635,277
"2976",39,5627.36,5227.5,-399.86,"increase",10854.86,3704,1894,1810
"2977",877,3608.25,3702.95,94.7000000000003,"increase",7311.2,2054,1024,1030
"2978",972,0,79.02,79.02,"increase",79.02,24,0,24
"2979",1967,224.55,13.99,-210.56,"increase",238.54,59,58,1
"2980",3097,7898.59,6235.13,-1663.46,"increase",14133.72,3857,2177,1680
"2981",3352,2092.77,2038.6,-54.1699999999998,"increase",4131.37,1242,564,678
"2982",4827,7521.73,4632.16,-2889.57,"increase",12153.89,3700,2214,1486
"2983",100,215.12,108.79,-106.33,"increase",323.91,120,78,42
"2984",557,562.01,879.58,317.57,"increase",1441.59,399,156,243
"2985",1338,3648.44,2424.28,-1224.16,"increase",6072.72,2016,1229,787
"2986",1627,4868.64,5496.19,627.549999999999,"increase",10364.83,3674,1770,1904
"2987",2563,1948.24,2663.76,715.52,"increase",4612,3323,1505,1818
"2988",2664,5811.87,6056.5,244.63,"increase",11868.37,4826,2388,2438
"2989",4654,1286,1476.62,190.62,"increase",2762.62,1205,598,607
"2990",3741,21.85,19.44,-2.41,"increase",41.29,12,7,5
"2991",4483,75.14,122.18,47.04,"increase",197.32,69,30,39
"2992",304,3830.47,3665.31,-165.16,"increase",7495.78,2559,1314,1245
"2993",1701,3407.73,4484.69,1076.96,"increase",7892.42,2557,1083,1474
"2994",1808,2944.19,2915.71,-28.48,"increase",5859.9,1734,848,886
"2995",3033,13832.85,11507.9,-2324.95,"increase",25340.75,9189,4866,4323
"2996",3643,3378.9,3655.01,276.11,"increase",7033.91,2476,1184,1292
"2997",4886,3438.86,3416.34,-22.52,"increase",6855.2,3370,1692,1678
"2998",1126,57.56,0,-57.56,"increase",57.56,19,19,0
"2999",1870,2113.23,1244.61,-868.62,"increase",3357.84,1278,859,419
"3000",2706,5584.06,3057.03,-2527.03,"increase",8641.09,3433,2351,1082
"3001",3730,3943.02,5671.59,1728.57,"increase",9614.61,2601,1059,1542
"3002",4775,8151.49,7514.5,-636.99,"increase",15665.99,4594,2468,2126
"3003",1097,0,5.97,5.97,"increase",5.97,3,0,3
"3004",1135,0,45.97,45.97,"increase",45.97,17,0,17
"3005",3078,6962.16,7070.94,108.780000000001,"increase",14033.1,4010,2009,2001
